,ACC_X_mean_C,ACC_Y_mean_C,ACC_Z_mean_C,ACC_X_std_C,ACC_Y_std_C,ACC_Z_std_C,ACC_X_max_C,ACC_Y_max_C,ACC_Z_max_C,ACC_X_iabs_C,ACC_Y_iabs_C,ACC_Z_iabs_C,ACC_3D_mean_C,ACC_3D_std_C,ACC_3D_iabs_C,HR_mean_ECG_C,HR_std_ECG_C,HR_max_ECG_C,HR_min_ECG_C,HR_NN50_ECG_C,HR_pNN50_ECG_C,HR_rmssd_ECG_C,HR_rr_mean_ECG_C,HR_rr_std_ECG_C,HR_ULF_ECG_C,HR_HF_ECG_C,HR_LF_ECG_C,HR_UHF_ECG_C,HR_rate_L_H_ECG_C,resp_I_mean_dur_C,resp_E_mean_dur_C,resp_I_std_dur_C,resp_E_std_dur_C,resp_IE_ratio_C,resp_I_ampl_max_C,resp_E_ampl_max_C,resp_volume_C,resp_rate_mean_C,resp_rate_std_C,resp_I_mean_C,resp_E_mean_C,resp_I_std_C,resp_E_std_C,Temp_C_mean,Temp_C_std,Temp_C_dynamic_range,Temp_C_slope,EDA_C_mean,EDA_C_std,EDA_C_dynamic_range,EDA_C_slope,SCR_mean_C,SCL_mean_C,SCR_std_C,SCL_std_C,SCR_peaks_C,EMG_mean_C,EMG_std_C,EMG_dynamic_range_C,Target
0,0.8792205053567886,-0.03147940001885096,-0.2687123618807111,0.03592948493705426,0.06461173950280864,0.09338464128602299,1.8441998958587646,0.6728000044822693,3.468600034713745,26.37571701790605,1.7002391515459334,8.145528000508035,0.9251037151962477,0.06778934444692437,27.750770214773645,74.13038691864318,4.241146757867018,80.61420345489442,80.61420345489442,7,0.19444444444444445,0.03577382791718544,0.8122222222222221,0.04973677246918318,2.6887399583506835e-05,0.02541756182763615,0.004673945611203158,0.006201786489696668,0.18388646570031136,1.2612857142857143,1.3532467532467531,0.23314132527507947,0.30243114545284916,0.9320441458733206,17.364400227864586,18.10943603515625,93.16317268553234,14.995403726708075,8.67465541029752,9.683156331380209,9.763054125236744,3.3086547560730097,2.914205977383097,33.052894592285156,0.01948338933289051,0.058423399925231934,-2.1507626488095237e-07,10.231526032736582,0.23505524427118843,0.9093828511372866,1.8310546875e-05,6.873226961253276e-09,10.231525977791048,0.00021067566617524996,0.23504188693334574,2658.0,-0.003955633082529924,0.018492926568202582,-6.333778805613192,0
1,0.8811759241138186,-0.03573800004096258,-0.2585883714812143,0.035320610809054326,0.07056416859803465,0.05512067619127163,1.1593999862670898,0.2590000033378601,0.4570000171661377,26.43404115200043,1.9333090126088688,7.7573244301336155,0.9234181886017383,0.03435323989379249,27.701253360117583,76.4751128025436,5.695944755793599,85.71428571428572,85.71428571428572,8,0.21621621621621623,0.03562369462938422,0.7892277992277992,0.06279269651162249,1.989826905456027e-06,0.03860487332237321,0.005415885751297006,0.0015246426789199173,0.1402902091161186,1.4162337662337663,1.4417460317460318,0.5217564429871633,0.3623517150947388,0.9823046050063555,25.8892822265625,25.795389811197918,118.86555539085752,15.421614906832298,8.719769278717385,12.558575254498107,11.628508391203702,6.1160274509554915,6.110180018046641,33.047508239746094,0.023277346044778824,0.06040097773075104,-2.8628394717261906e-06,10.294274505924754,0.32573554536580773,1.2409352371763707,5.168006533668155e-05,7.886018589774674e-09,10.294274443815356,0.00021550008759189414,0.32572601557164516,2670.0,-0.003988971949066413,0.01512569811962885,0.7741604817592516,0
2,0.8830223243406841,-0.027307638188203177,-0.2529604953300385,0.02935767170459205,0.05490853964904431,0.047578204031085106,1.1593999862670898,0.2590000033378601,0.43379998207092285,26.489440015980176,1.4665535814421518,7.588433002744402,0.9218469364989701,0.028317421592601373,27.654111813278245,76.25496632892317,7.0837112895287095,88.05031446540882,88.05031446540882,9,0.24324324324324326,0.04635036147723441,0.794054054054054,0.07799508768210163,1.0428945272802986e-05,0.053941323385069045,0.006437489210562557,0.02535274993146832,0.11934244113010498,1.5592857142857144,1.7564285714285715,0.5301819094828275,0.6052748574500881,0.8877592517283449,25.8892822265625,37.89927164713542,165.19252530052546,13.646165413533836,7.6954662682270465,14.672889709472656,15.58911641438802,10.235722562032468,7.693792683601332,33.02745819091797,0.028458140790462494,0.07425297796726227,-3.7928989955357144e-06,10.539438401986903,0.4650679561161715,1.2910795302944589,2.4323236374627978e-05,2.789084914708344e-08,10.539438430311515,0.00022449847402367448,0.46506043843493694,2682.0,-0.003975645121344668,0.012714145702237875,-6.537645670174443,0
3,0.88645837192876,-0.02928817147300357,-0.21990294294130233,0.05162646305584774,0.07827434030377195,0.10363202953010892,1.3097999095916748,0.3073999881744385,0.5490000247955322,26.592448300719262,1.9116931517209326,6.9969259988410135,0.9230807079301352,0.04977262997313901,27.69107812875173,79.44716626457823,5.893400767458154,91.50326797385621,91.50326797385621,9,0.23684210526315788,0.042652665357595244,0.7598496240601503,0.06275862877640963,5.728695710120764e-06,0.05271735577163479,0.004405038615531367,0.015262714917321112,0.08355955170842524,1.8820000000000001,1.9955102040816326,1.0328832638467396,0.6590316372341077,0.9431172018817755,29.2828369140625,37.89927164713542,183.42351953415644,14.470075187969924,9.185860164111173,17.9613037109375,18.071972074962797,9.454603395899792,7.636293036076787,33.00774002075195,0.022948216646909714,0.06754960864782333,-1.2875511532738094e-06,10.76480396293094,0.35043496659695983,1.1374131479610146,3.7819998604910715e-05,4.174040229242737e-09,10.764803898990207,0.00023714517754837685,0.35042357224590387,2684.0,-0.003975060955523696,0.014996744680453308,4.992984712369112,0
4,0.8211200002545402,-0.03200745742093949,-0.33443240949937275,0.1290024782335195,0.0695519983778972,0.2368827341894967,1.3097999095916748,0.3073999881744385,0.854200005531311,24.63252315052918,1.752144717999867,10.433497424764292,0.928747162916062,0.046139198880472916,27.86110086757643,78.5922785589672,5.625062956506579,87.31808731808732,87.31808731808732,5,0.13157894736842105,0.03820864715013572,0.7677443609022556,0.0605139388643593,6.706607180341505e-05,0.03862544719105904,0.005925055395414781,0.011668617077141525,0.1533977164356638,1.7201785714285713,1.8678571428571429,1.1310910926839532,0.8103517125046283,0.9209369024856596,29.2828369140625,37.89927164713542,169.05810103643506,16.411349206349207,8.065758838445374,15.041974385579426,15.351524353027344,9.981336205344824,6.996710390448745,32.99482727050781,0.018661122769117355,0.07034680992364883,2.8773716517857143e-07,10.880875368355785,0.23788360465365538,0.9120533113088182,-2.868289039248512e-05,2.5899584245525353e-10,10.880875388909145,0.00024702416047049235,0.2378649067327772,2664.0,-0.003969936426250907,0.024280321095198367,-1.5995380609489482,0
5,0.7182230476140976,-0.04374896220933824,-0.5049673047945613,0.15737874146303377,0.06993286634391889,0.28903696677886537,1.3097999095916748,0.3073999881744385,0.8669999837875366,21.545717714173453,2.0342537202153887,15.549373283641678,0.9400601395666042,0.04731038947491744,28.200486415410246,80.32562313364895,3.8996352629994298,87.31808731808732,87.31808731808732,3,0.07692307692307693,0.02845087348278441,0.7487545787545788,0.03702033820530427,4.872380508121626e-06,0.020796648123571303,0.0008743291719693005,0.00697743150668368,0.042041831297723396,1.2865714285714287,1.5950793650793653,0.3734637648734739,0.6431851407024719,0.8065877201711613,16.402079264322918,23.15643310546875,108.5744603474935,14.904285714285715,8.768761133552355,9.460123697916668,10.213871708622683,5.413397370822426,3.3691500910258956,33.00388717651367,0.0277865007519722,0.08415426313877106,3.4354073660714286e-06,10.85637891231835,0.177819815102179,0.7367331623681719,3.3024379185267855e-05,-1.0219294043479424e-08,10.856378985175091,0.0002558837394582851,0.1777934077409131,2652.0,-0.003967852610859676,0.027333168470926414,1.44678052193861,0
6,0.6524638948213486,-0.05019255286455154,-0.5584781051703862,0.13250702833458686,0.037520246075451,0.3661491940521547,0.982200026512146,0.1600000262260437,0.8669999837875366,19.572656844598907,1.7132347195489066,18.9940874258961,0.944771821273928,0.02373899363120463,28.34183713585074,78.46289234736672,4.3319091559093374,87.31808731808732,87.31808731808732,3,0.07894736842105263,0.028254028506773252,0.7669924812030077,0.041707370775200446,1.4834245730945458e-06,0.020867160454770287,0.0016197950645392154,0.00408556742673053,0.07762412466469179,1.445,1.3744285714285716,0.688899521715909,0.6299437778606168,1.051346013927866,18.60015869140625,14.283447265625,92.89184461321149,15.497922077922077,8.99935804479508,8.800679524739584,7.966420491536458,3.2928199891745056,4.160639366888158,33.03853225708008,0.05110941082239151,0.09871377050876617,3.935314360119048e-06,10.982057956404745,0.1980696443152459,0.7182956353817569,-4.432314918154762e-06,-2.9756551658784545e-09,10.982057936413382,0.00027074265403229244,0.19804130958807442,2651.0,-0.003924070690411691,0.027045983962643672,-4.238425395295334,0
7,0.7000962471224013,-0.05762624806449527,-0.2353423530771619,0.14041888645905676,0.027945415833582656,0.5594574237445796,0.982200026512146,0.14820003509521484,0.8669999837875366,21.001857556530407,1.834438009262085,17.10207141986915,0.939053351650884,0.022613812801765387,28.170270710407006,74.631774823117,6.330079365011155,87.31808731808732,87.31808731808732,8,0.21621621621621623,0.03628355824115734,0.8097683397683398,0.06898884656373479,0.00014905918267388565,0.02974350600913305,0.005291646898774537,0.010081835743140782,0.17790931900058057,1.3865714285714286,1.3315714285714286,0.7296815631996395,0.4693766817682309,1.041304581053535,18.60015869140625,12.314554850260418,81.63069959368025,16.198051948051948,7.986302066343942,7.455586751302084,7.137003580729166,2.723465769579032,4.460981448089355,33.098121643066406,0.06603869050741196,0.11277058720588684,1.060122535342262e-05,10.91367983941799,0.2392109741083714,0.7751971387904686,-1.213437034970238e-05,-1.5073267700751108e-09,10.913679828316152,0.00025919546031471466,0.23918865267029188,2655.0,-0.003855727648804298,0.019199905510840526,-4.238425395295334,0
8,0.7709268571706045,-0.059284781342461,0.17704087519361858,0.11046253142564766,0.016228476071454556,0.47318436080993237,0.982200026512146,0.13359999656677246,0.8176000118255615,23.12690042938505,1.7920300083500997,14.349118546928679,0.9301933041197162,0.017192046579894458,27.904465616221007,72.08614122361166,4.699445722591644,80.92485549132948,80.92485549132948,9,0.2571428571428571,0.04120557194923843,0.8359183673469387,0.055099319660700474,2.0175593502706843e-06,0.05830347875212785,0.0028122667766192952,0.013514951349102999,0.04823497391254134,1.2501785714285714,1.4236507936507936,0.36565180653519136,0.5512949550721756,0.8781497379863976,18.60015869140625,13.100382486979166,91.66160423642114,13.464511278195488,7.183637351576136,7.122637430826822,7.932377567997686,3.0200438884988845,4.998753962515983,33.19340133666992,0.09669306874275208,0.131515771150589,1.3841901506696429e-05,10.925055269933667,0.2994154978687126,0.8159160613618597,-1.6457693917410713e-05,2.642091776520184e-10,10.925055275304228,0.00025117089307679117,0.29939821694121593,2670.0,-0.0038519785248786517,0.01577189053079855,-4.238425395295334,0
9,0.7924007909297943,-0.06566845750808716,0.4673404184068952,0.04548118462902621,0.02119143829806671,0.08710222328490418,0.9737999439239502,0.19819998741149902,0.7561999559402466,23.770859299302103,1.9808101526328497,14.019584409339087,0.9274900945911522,0.022021884643599738,27.82337098622201,73.78243556731795,6.340710766675448,86.5979381443299,86.5979381443299,8,0.2222222222222222,0.039859081219781406,0.8191666666666667,0.06972116070055853,7.292204248229861e-06,0.05548834291923627,0.003479370434526699,0.017842011687553817,0.06270452948272308,1.5915873015873014,1.440357142857143,1.1614277796214416,0.5797249303747073,1.1049949031600406,16.3226318359375,16.907246907552082,118.58843427385602,13.217067669172934,8.297237715049484,7.467617458767361,8.144543965657551,4.413097320680604,5.270636026111374,33.29696273803711,0.10649409890174866,0.13172689080238342,1.6361781529017857e-05,10.83791075329072,0.28295923980589366,0.8546158673079238,-1.3187953404017858e-05,-6.658420320182895e-09,10.837910729532743,0.00022631401885767944,0.2829445157186096,2675.0,-0.0038311774262609517,0.014081483557184072,2.0367473500191347,0
